,,0,1,2,3,4,5,6,7,8,9
,15,254562,243207,238625,228350,241000,233136,241006,231895,249033,243724
,16,253861,243272,238583,228509,241073,232936,241688,232074,248546,243851
,17,254033,243342,238651,228151,240919,233196,241690,231598,249118,243989
,18,254455,243383,238744,228225,241083,233304,241494,231684,249548,243820
,19,254207,243426,238747,228404,241184,233839,241287,231569,248824,243763
,2,253713,243190,238583,228960,241051,233224,241017,232154,248872,243823
,20,253900,242990,239014,228149,241268,233206,241008,231848,248976,243965
,3,254277,243952,238604,228408,241293,233211,241242,231747,248878,243977
,4,254401,243481,238444,228375,240996,233288,241205,231696,249376,244418
,5,254231,243412,238673,228286,240949,233305,241552,231617,249227,243935
,6,254192,243587,238969,228184,241194,233750,241756,232279,248481,243914
,7,254177,243245,238884,228313,241640,233435,241761,232038,249540,243644
,8,254572,243803,238520,228316,241088,233505,241284,231918,249196,244356
,9,253966,242777,238588,228398,241150,233290,242065,231520,248790,244091
,Min,253713,242777,238444,228141,240589,232936,241006,231520,248481,243610
,Max,254572,243952,239014,228960,241640,233839,242293,232279,249548,244418
,Mean,254190.35,243424,238695.7,228347.7,241134.4,233335.1,241499.15,231865.55,248989,243949.85
,Std. Dev.,238.33750395075,282.042736589968,156.099192485858,190.33242387714,224.461085596966,232.285418805128,361.01585837744,243.072325169193,337.568082801552,225.473834402132
,ARPD,0.188145660648055,0.266499709610054,0.216516919976488,0.201282203177863,0.226693655985934,0.171334615516708,0.344934328891548,0.189065281642671,0.204442190751003,0.242377547666009
100x10,1,299984,277238,289449,303897,286445,272446,281859,293428,303041,293130
,10,300182,276622,290013,302526,287173,271741,282015,292375,303964,293146
,11,301085,276935,289542,302947,286515,271863,281249,292888,303856,292782
,12,300127,276585,289352,302862,285340,271453,281199,293721,304144,292856
,13,299819,276532,289121,303128,286385,271757,281589,292014,304205,292960
,14,300876,276705,289678,303247,286157,272127,281490,293616,304245,292437
,15,300487,277669,290158,303562,286805,271143,280652,293358,303489,292471
,16,301236,275511,289465,302699,285806,271577,281614,292860,303885,292839
,17,300900,275762,289630,303826,286243,271648,281318,293584,303965,293028
,18,300593,275959,289131,302105,286174,271744,281313,293427,303813,293091
,19,300185,276714,289788,303305,286510,270817,281459,292999,304019,294361
,2,300963,277478,289283,302538,285851,271590,281303,292243,303815,293130
,20,300584,276117,289601,302761,286099,271416,280649,292486,304084,293942
,3,299949,277124,290606,303171,286763,271434,281153,293181,303968,292541
,4,300600,274593,289233,303643,285877,272234,281273,292928,303884,292838
,5,300944,277131,289091,303033,286101,271534,281510,293635,302893,293354
,6,299431,276469,289451,303199,285430,271255,281194,292280,305078,292788
,7,300213,276630,291023,303487,286687,272505,281456,293698,303063,293603
,8,300739,275776,289320,303195,286101,272077,281547,291665,303607,294255
,9,299490,275645,289922,304057,286536,271646,281667,293578,304283,293508
,Min,299431,274593,289091,302105,285340,270817,280649,291665,302893,292437
,Max,301236,277669,291023,304057,287173,272505,282015,293721,305078,294361
,Mean,300419.35,276459.75,289642.85,303159.4,286249.9,271700.35,281375.45,292998.2,303865.05,293153
,Std. Dev.,521.537935744901,753.757246626595,501.489599514339,499.974883579692,456.969755995664,423.542488392468,333.092918125353,629.505202520202,490.272263242847,544.453371450862
,ARPD,0.330076044230557,0.679824321814467,0.35091639815681,0.349017725625197,0.318882736384664,0.326179671143244,0.258846459456474,0.457099754855742,0.410096357195728,0.315847106731
100x20,1,369166,374687,372961,376176,372129,373937,376588,386829,377399,382900
,10,369296,375647,372069,374921,371870,374794,374910,386678,376689,381640
,11,368517,375523,372429,375848,372000,375171,374483,387572,376269,381362
,12,369104,375883,373745,375540,370960,373726,375746,386908,377256,381082
,13,370678,374256,372539,375440,371911,374012,376417,388150,377295,381378
,14,367763,376597,372351,375436,370711,373530,375400,387414,378516,381901
,15,368813,374372,373080,374115,372006,375092,376232,388051,377403,382336
,16,367689,375065,374502,375373,371022,374711,376530,386948,377858,380407
,17,369536,375279,372703,375482,372541,374129,377825,387330,377592,382894
,18,369139,375112,374001,374731,372432,373724,375772,386763,376598,380617
,19,368709,375190,371418,376138,371606,372768,374627,385456,376760,382231
,2,369444,374669,372132,374848,371290,375340,375668,387177,376959,379899
,20,368482,375007,372570,375104,371948,374143,375383,386560,377234,382543
,3,369292,375682,372221,375591,371411,374635,375417,387578,376833,380703
,4,367496,374649,372509,375135,371430,374331,376853,387088,377436,381814
,5,369365,376326,371641,375571,370825,375027,376040,387494,376521,381236
,6,367267,375759,372944,374562,371989,374561,374997,387414,377169,381963
,7,368962,375911,373758,374251,372093,375310,375538,387316,377144,382543
,8,369258,375214,371417,374915,370753,373819,375363,387299,377654,382754
,9,369595,375370,373824,375666,371767,373323,376346,386425,379330,382833
,Min,367267,374256,371417,374115,370711,372768,374483,385456,376269,379899
,Max,370678,376597,374502,376176,372541,375340,377825,388150,379330,382900
,Mean,368878.55,375309.9,372740.7,375242.15,371634.7,374304.15,375806.75,387122.5,377295.75,381751.8
,Std. Dev.,824.825434482001,620.822196768125,867.220915216806,564.943432193833,556.496569242747,713.247670500005,814.152376466017,599.15400884563,702.242863597548,898.478046476373
,ARPD,0.438795208935189,0.341655259443042,0.356391872208326,0.379900059386553,0.317363055020933,0.412092776203966,0.353487341214421,0.43234506662239,0.327804117927049,0.487708575173928
200x10,1,1050025,1038264,1047680,1035088,1037229,1008939,1055460,1046654,1025372,1034907
,10,1049046,1040283,1049866,1033760,1037697,1007794,1055674,1048014,1026022,1031306
,11,1049895,1038251,1048924,1033200,1037949,1006939,1055309,1049235,1026818,1033259
,12,1051132,1039374,1050648,1034031,1037805,1008324,1053390,1047405,1025280,1031815
,13,1050461,1038807,1049403,1035750,1038655,1008640,1056602,1049647,1027567,1033507
,14,1049715,1038767,1049197,1035029,1038334,1008658,1054400,1046678,1026453,1033283
,15,1048590,1040354,1048654,1033308,1038121,1008412,1054812,1046704,1027528,1033690
,16,1047662,1038326,1048137,1034447,1039054,1008533,1056296,1046848,1025822,1033539
,17,1049228,1040192,1049499,1032192,1037053,1008512,1055608,1047723,1026703,1033147
,18,1049909,1039737,1050018,1034758,1038393,1009439,1057574,1046910,1025569,1034242
,19,1049458,1037442,1047571,1034458,1040136,1009171,1054109,1047998,1025507,1035587
,2,1048060,1040761,1049553,1033850,1038629,1008706,1057354,1049002,1026243,1032493
,20,1049086,1039828,1048348,1034859,1038958,1008898,1055399,1047105,1026374,1033371
,3,1048478,1038278,1049702,1035097,1037631,1010196,1055679,1048085,1025145,1034443
,4,1048349,1039499,1048455,1034970,1038762,1007466,1055122,1046860,1026743,1032954
,5,1049768,1036042,1047969,1033124,1039778,1007589,1054171,1046246,1025169,1033038
,6,1051264,1041147,1049478,1034819,1037452,1010009,1054745,1047617,1026719,1031176
,7,1050469,1039156,1050182,1032095,1038869,1008638,1054876,1047871,1026227,1033232
,8,1048331,1040577,1049475,1033910,1038813,1006650,1055539,1047295,1025552,1033649
,9,1050744,1037319,1049022,1035765,1039533,1009275,1054444,1047279,1026682,1031778
,Min,1047662,1036042,1047571,1032095,1037053,1006650,1053390,1046246,1025145,1031176
,Max,1051264,1041147,1050648,1035765,1040136,1010196,1057574,1049647,1027567,1035587
,Mean,1049483.5,1039120.2,1049089.05,1034225.5,1038442.55,1008539.4,1055328.15,1047558.8,1026174.75,1033220.8
,Std. Dev.,1035.3164530204,1310.35586166908,854.829221171353,1046.64081709056,838.161363373803,912.166097524834,1055.6597974228,914.745440574935,737.303185156626,1127.1487829685
,ARPD,0.173863326149082,0.297111507062455,0.144911418891894,0.206424796167019,0.133990258935657,0.187691849202801,0.183991683991684,0.125477182230565,0.100449204746646,0.19829786573776
200x20,1,1231139,1247318,1268389,1239293,1229438,1231476,1248059,1242288,1232631,1249306
,10,1228807,1248672,1270211,1239336,1227766,1227220,1243730,1240820,1231429,1250179
,11,1229578,1245811,1272886,1240632,1227420,1228032,1243720,1242907,1231630,1248781
,12,1231510,1243699,1267659,1237725,1225198,1225254,1241847,1240911,1229670,1252144
,13,1231546,1244172,1267939,1239104,1225763,1227501,1247690,1245226,1233007,1250834
,14,1231215,1245803,1269186,1243370,1229734,1230119,1246683,1246309,1232848,1250188
,15,1229644,1241811,1270607,1240219,1228040,1228290,1243629,1247803,1233917,1249481
,16,1228933,1244654,1270269,1242050,1223551,1228701,1244758,1245720,1230400,1250014
,17,1231294,1250653,1267062,1238479,1225247,1230206,1244569,1250006,1233433,1252555
,18,1232173,1248256,1274249,1237053,1226161,1230240,1246247,1244928,1233118,1250410
,19,1230541,1246382,1266153,1241241,1226289,1229651,1243114,1248954,1229066,1252543
,2,1228988,1248797,1270183,1240632,1226368,1228890,1245669,1246349,1232584,1253061
,20,1226879,1246046,1267128,1246049,1223566,1229301,1245059,1246057,1231895,1247156
,3,1229628,1245487,1266916,1240855,1225161,1228940,1248150,1245783,1231872,1252143
,4,1229027,1245670,1266541,1237702,1228498,1228809,1245337,1245047,1235307,1251168
,5,1229310,1247132,1266632,1239695,1228091,1229087,1242842,1244543,1231713,1249916
,6,1228349,1243571,1267528,1240822,1228312,1227619,1243490,1247056,1234311,1250037
,7,1231964,1244138,1271288,1244565,1224583,1231559,1243532,1241670,1234062,1252141
,8,1228818,1244846,1271979,1242223,1224683,1227562,1247499,1249156,1230539,1251540
,9,1231413,1245837,1270421,1241619,1227231,1228411,1244229,1245023,1234016,1250568
,Min,1226879,1241811,1266153,1237053,1223551,1225254,1241847,1240820,1229066,1247156
,Max,1232173,1250653,1274249,1246049,1229734,1231559,1248150,1250006,1235307,1253061
,Mean,1230037.8,1245937.75,1269161.3,1240633.2,1226555,1228843.4,1244992.65,1245327.8,1232372.4,1250708.25
,Std. Dev.,1437.71707193988,2102.1219323391,2319.04687998732,2289.77056078827,1838.92631717532,1492.21317088693,1867.62318060599,2625.46293862726,1631.50887217937,1476.63742743615
,ARPD,0.257466302707928,0.33231707562584,0.237593718926544,0.289413630620515,0.245514898847698,0.292951502300747,0.253304150994446,0.363292016569688,0.269017286297074,0.284828040758333
500x20,1,6849369,6953085,6882903,6917483,6862899,6912576,6837697,6925276,6851845,6874886
,10,6849213,6950428,6883723,6935247,6912123,6907245,6856248,6933903,6852151,6912292
,11,6848325,6946400,6907224,6896774,6900277,6911752,6841216,6907171,6838835,6910373
,12,6851786,6966367,6864067,6891041,6874341,6899224,6853165,6942098,6850637,6890664
,13,6819686,6972368,6856073,6926748,6905650,6892890,6865997,6900073,6845093,6896494
,14,6840215,6966151,6868332,6911211,6874054,6902169,6840790,6905768,6854890,6903385
,15,6834731,6972674,6910070,6905455,6877125,6882507,6861583,6896852,6873794,6906579
,16,6866757,6963504,6877942,6926319,6904461,6878095,6862664,6896511,6847396,6893194
,17,6847235,6957219,6896956,6926658,6870864,6874432,6848630,6914872,6825683,6894584
,18,6846016,6954789,6887933,6901923,6886931,6897321,6825406,6896825,6836810,6937571
,19,6842648,6986555,6867255,6930881,6890105,6898541,6841984,6934493,6847739,6871608
,2,6871127,6933944,6864990,6927828,6902928,6875108,6848009,6903264,6834136,6912036
,20,6851416,6950894,6867954,6910991,6880754,6875184,6859933,6909081,6861558,6930926
,3,6812253,6967153,6907666,6930348,6865535,6934176,6881817,6917195,6857511,6896153
,4,6842950,6974656,6870404,6909958,6888279,6876835,6849915,6932917,6831933,6902872
,5,6829978,6957159,6912145,6939387,6878271,6910629,6816127,6909291,6858396,6924875
,6,6827019,6970856,6919557,6922924,6899451,6902168,6823103,6897187,6847505,6904865
,7,6829693,6961462,6898071,6886575,6889579,6895445,6835769,6877213,6873645,6902354
,8,6846301,6980494,6891353,6906337,6882147,6893858,6813840,6896750,6836505,6913470
,9,6868119,6963647,6871974,6896611,6859079,6890642,6862589,6923831,6846411,6883208
,Min,6812253,6933944,6856073,6886575,6859079,6874432,6813840,6877213,6825683,6871608
,Max,6871127,6986555,6919557,6939387,6912123,6934176,6881817,6942098,6873794,6937571
,Mean,6843741.85,6962490.25,6885329.6,6915034.95,6885242.65,6895539.85,6846324.1,6911028.55,6848623.65,6903119.45
,Std. Dev.,15280.144130882,12426.2952173585,19091.1689901516,15514.570541998,15339.5435026944,15659.871177379,17722.9217737934,16733.2565411235,12743.2603994384,16824.2286332132
,ARPD,2.02277546107641,1.94478340674832,2.04438547840816,1.88566276325487,1.92421472639753,2.13351011390661,2.04899342064076,2.08583875408227,1.90685433795295,2.00179604574412
